text,label
잘받았어요~~백탁없이 깔끔해요,1
두번째 구매입니다 원래가격이 높아서 못사고잇앗는데 할인해서 바로삿어요 스틸라 비슷한 제품을 써봤는데 색감이 스틸라가 제일이에요,1
배송빠르고 샘플도주셨네요 좋아요,1
조절 되고 좋은데 천이ㅠㅠ 금방 더러워져요.. 이건 제가 좀더 알아보지 못하고산 불찰이구요 좀 묵직해서 안전한반면 아이혼자 끌어당기기 좀 힘들어요,1
실비김치는 내내 먹어도 질리지가 않아요 김치를 너무 좋아해서 금방 다 먹었는데 또 생각나서 구매하려고요 너무 잘먹었습니다,1
상품은 이쁜데 고리 기스가 너무 잘 나네요 가이 주신 고리 넣으려고 하는데 기스가 쫙하고 가버렸네요 ㅠ 너무 약해요,0
뭉침 현상이있어서 몇번을 지웠는지 ㅡㅡ 노란색은 거의 사용못하고있네요,0
마스크 마음에 안들어요. 포장에 아주작은 벌레도 있었구요ㅜ,0
품절돼서 바꿔주셨어요.,1
약간 비추요 손잡이 흔들림.... 가격대비 괞찮은데 손잡이가...좀 많이 흔들려요. 가성비 원하시는 분읔 사시는기 좋을텐데 1만원 정도 더 들여서 더 좋은거 사세요,0
물건이 별로예요. 비추합니다.,0
ㅇ 우랴도아누처나눊저나투텨지누애유얒 나탼 야주냐누ㅑㅇㅇ 녕 ㅑㅇㅇ ㅓㅇ 영 어우야더나우랴루야웅,1
맛도 상태도 모두 별로였습니다. 제가 초당옥수수 정말 자주 사먹는데 후기좋아 시켜봤는데 영...뭐가문제였을까요. 엄청 늦게 기다리고 받은거 치고 실망이 커요..0,0
"추천 안 함 한 번 사용하고 잘 말렸는데, 한 번 사용한게 사진과 같이 갈라짐이 있습니다. 몇 번 더 사용하면 쪼개 지겠네요. 저건 교환 해주셔야 하는거 아닙니까???? 같은거 괜히 두 개나 샀나봅니다. 휴 ㅡ.ㅡ",0
마음에 쏙들어요~~^^ 면이좋네요,1
고소한 맛이 적어 살짝 아쉽네요~~,0
붙이고 보니 색상이 다르네요.흰색 빛바랜색에휴,0
자전거에 좀 작아서 찢어서 넣었어요 그래도 그전보단 푹신해졌답니다,0
배송 7일 이상 걸림,0
먼지가 장난이아니예요,0
재구매 싱싱하지 않네요.. 믿고 주문했는데 실망입니다.,0
재구매 등커버 연결너트 고정피스가 없네요. 함께 보내주세요.,0
싼게 지난 지금 그가,0
제가 생각한 케이스가 아니라서.. 중고**에 내놓으려구요.,0
. 받아 봣는데평처럼 엄청 부드러운거 같진 않아요..그래도 적당한 각격에 잘구매한거 같아요..,1
이 제품 파란색 펜촉이 불량이네요...다른 색은 부드럽게 써지는데 파란색만 거칠게 나오고 끊기게 나오네요...새 상품을 보내줄 수 있는건 아닐테구..ㅠㅠ 아무튼 같은 제품으로 다른색상 시킨건 완벽했습니다,0
곧 출산예정입니다 촉감 사이즈 모두 만족합니다,1
엄마가 아주 좋아합니다. 안에 카라멜같은게들어잇어 맛잇어요 ^-^,1
만족하는 제품 입니다. 좀 더 꾸덕 꾸덕 했으면 좋겠는데 그게 좀 아쉬워요!,1
7세 아이들이 쓸정도의 길이가 아닙니다.,0
특가세일로 삿는데 배송빠르고 좋아요~,1
재구매 배송기사가 뭐가그리불만인지 한두개씩깨져서오고 불친절하네요 배송회사바꿔주면 별다섯,0
선불하이패스카드 7천원이나주고 구입했는데 자동충전등록도 인터넷으로 안되고 심지어 자동충전카드는 무료로발급되네요ㅠㅠ 하이패스만 살걸그랬어요,0
재구매 로션보단 크림이 더 보습이 좋아요^^,1
선물하기 참좋은 가성비상품♡,1
좋아요 가격 싸게 잘 삿습니다.접착력도 좋고 색상도 컬러풀하니이쁘네요.만족하며 재구매 의사잇어요.적극 추천합니다.,1
배추가 싱거운맛이 많이나요.,0
6단 4단 쌓았는데 높이가 딱 좋아요,1
거품이 하나도 안나요. . 샘플만 써봐서 그런가요? . . 거품이 없네요. . 2개나 구입했는데. . 아쉽네요,0
"반품하기 귀찮아서 그냥 쓸거지만, 대놓고 이렇게 망치자국에 녹슬어 있는 재생 럭킹을 보내는 건 아니지 않나요. 다른 분들도 구입 시에 참고하시라고 사진 찍어서 첨부합니다.",0
가격대비 품질좋네요~만족합니다! 배송도 잘해주셨어요^^,1
크기가 너무 작아요,0
실밥 다 튀어나와있고 더운소재..,0
이음새 부분이 자꾸 빠져서 뭐 그냥저냥,0
압축분사기 때문에 10리터 주문했는데요 분사기 좀 이상해요 분사도 이쁘게안되고 물도 뚝뚝 떨어지고 평상시엔 뚜껑을 좀 열어두어야한다는 답변 받았네요 편백수 뿌릴땐 못쓸거같고요 그냥 애들 화분 분무기로나쓰렵니다.,0
이렇게 두꺼운 매트를 조그만 상자에 압축해서 바쿡와 손잡이까지 달어 보내주셔서 깜놀! 상단 라텍스 덕분에 포근하고 폭신해요. 배송이 늦어 일주일 이상 맨바닥에에서 잔것 이외에는 만족합니다,1
처음 구입인데 좋습니다 재구매의사있어요,1
안빠져요 너무안빠져요 가족들도 쓰다가 다 짜증을..,0
처음에 물건 도착했을때는 좋아보였습니다...하지만 1번 은 잘먹었는데 다음에는 밑에 있는것들이 다 썩어있네요... 참 실망입니다..,0
아주 맛나요!! 추천,1
얇음 그냥그럼 추천안함,0
긴볼트 2개가 작은볼트로 바뀌어와서 2개는 체결못하고 있네요,0
효과를 잘 모르겠어요. 싼 가격에 구매했는데....안먹고 잇네요,0
너무 빨리 굳어요. 6통 샀는데 통마다 반씩 버렸네요~,0
배송빠르구 생각하던 케이스에요 투명도 좋아요~.~!!!! 재구매 할거같아용,1
딱히 좋은줄모르겟네여,0
가성비는 좋네요 센터에서는 10만원인데 이제품 5개가 훨씬 좋을듯,1
가스렌지에는 괜찮은데 욕실에 할려니 물에 약한것같음,0
디자인이나 이런건 괜찮았는데 열어보고 깜짝놀랐어요 곰팡이같은게 있는데.. 찝찝해서 어찌쓰나요. ㅜㅜ,0
왠지 나이키 마크쪽 박음질이 이상함,0
부들부들 원하는 감촉 원하는 색상이에요!,1
여기가 젤 저렴한 것 같아요:) 앞으로도 꾸준히 여기서 시켜먹으려구요!,1
재구매 오랜만에 봤는데 정확해서 진짜 좋았어요,1
정수리 닿으면 아파요 ㅠ 구래도 디자인은 굿,0
빵빵하고 아주좋네요??? 푹신합니다,1
일단 예민한 빨간 좁쌀염증성 피부인데 저한테는 안맞아요 어성초는 좁쌀염증성 보다는 화농성이 맞는거 같애요 따갑고 얼굴이더 붉어져요 분사력도 별로구요 딱 가격만큼이네요,0
이브고 저렴하고 만족해요!,1
배송이 너무 느렸습니다. 다시는 여기서 구매 안하려구요,0
선물하려 샀는데 쇼핑백이 없어 아쉽지만~~저렴하게 사서 좋아요.,1
선물드렸는데 좋아하셨으면 좋겠어요,1
재구매 두번째 주문이예요~,1
배송도빠르고 품질도 좋네요 많이파세요 감사합니다 다음에도 또 구매할게요 번창하세요 감사합니다 나린뜰최고!!!!♡♡♡♡♡♡♡♡♡♡♡♡♡,1
콜린성 두드러기에 효과봤다는 후기를보고 구매했는데 우리아이한텐 맞지않나봅니다 아무런 효과가 없네요,0
키도 작고 그냥 보통체격인데 커플로샀다가 둘다 질질끌고 다니네요 ㅠㅠ,0
재구매 인생팬티 입니다... 10장 삼ㅎㅎ,1
재구매 항상잘먹고있습니다득근득근,1
다른거에 비해 정말 좋아요. 곰팡이도 정말 잘 없어지네요.,1
아직 선물용이라 잘은모르지만 좋아할듯해요,1
생각보다 침대가 많이 부실하네요 여자인제가 밀어도 침대 전체가 움직이네요 밑에 받침 나무터막 두개는 정말 툭치면 쓰러질정도록 부실합니다 ㅠㅠ,0
포장도 정성스럽게 해주시고 비즈도 이뻐요,1
좋아요 알레르기성피부라 진정용으로 샀어요,1
일단 색상이 사진이랑 많이 달라요.ㅜㅜ형광연두라서 주문했는데 이건 색이 탁한 연두도 아니고 올리브 색에 가까운? 암튼 애매하네요.걍 집에서 입을옷이네요.,0
재구매 피칸 2키로 주문했더니 500g짜리 4개가 왔는데 반은 부서져서 왔네요~ 우선 1키로만 정리했더니 600g 건졌네요~ 이걸 어쩐데요? 피칸파이 만들어 팔아야하느데?,0
재구매 저렴했어요. 시중 마트하고 품질이 비슷.,0
조아조아조아조아조아,0
Ct64 포스가 장난아니군요 멋집니다!! 빠른배송 좋아요!!,1
소리 않난다고해서 구매한건데 소리납니다,0
한번 먹어보고 맛있어서 재구매 했어요,1
써보진 않았지만 등드름 앖어지길 바래봅니다,1
완전 잘샀네요 보관용으로는 지퍼락만한것이 없어요 재구매합니다,1
재구매 두번째 구매합니다!!! 가게에서 써보고 너무 좋은것 같아 쟁여두려고 바로 또 구매했어요 ㅋㅋ 잘쓰겠습니다^^,1
좋아서 또 구매해서 선물 줬어요~~~ 이쁘고 좋아용,1
"원래 쓰던 거 다쓰고 이제 쓰고 있는데... 씻겨지지 않고 찝찝하게 사진처럼 세제가 남아요. 세척기 문젠가, 세제양 문제인가 여러번 실험하듯 해봤는데 정말 구리네요. 환불해주세요. 이미 개봉한 건 안된다면 개봉 안한 거라도 해주세요.",0
"재구매 후숙이 많이 된거를 알고 사기는 했는데, 사이즈가 꽤 큰거(보통 미니밤호박보다 2배크기)는 물호박이더라구요. 이번에 시킨거는 맛이 별로인게 좀 있었습니다.",0
가격대비 괜찮아요오,0
너무 짜요. 엄마 간편하게 드시라고 사드렸는데..ㅠ 너무 짜다고 드실수 없을정도라네요ㅠ,0
진짜 맘에 들어요! 사진 리뷰도 첨부 했어요,1
꽃보다오징어 품절로 이 아이를 주문했어요... 꽃보다는 별로지만 중독성은 비슷 ㅎ,1
재구매 재구매 입니다 넘편해서 두개더 구매했어요,1
설치는 간단했어요 나름 만족하면서 썼는데 한달만에 등받이가 부서졌네요...ㄷㄷ 임시방편으로 구멍내서 케이블타이로 달았는데...견고한제품은 아닌듯하네요ㅜ,0
감동적인것은 사실입니다.,1
아직 아이들한테 오픈을 못해서 모르지만 1+1 구성에 이끌려 구매했습니다,1
15살 말티즈라 아침에 두알씩 꾸준히 먹이고 있어요.그래서 그런지 요즘 산책할때 걷는게 편안해 보이는거 같기도하고 아직 한달이 안되서 잘 모르겠지만 꾸준히 먹이면 좋아질거 같다는 생각이 드네요.,1
켜놓고도 모기들이 앵앵거리네요 별로인거 같아요,0
너무 맛있게 잘먹었어요 부모님이 좋아하시네요,1
매년 여름되면 모달 티셔츠..항상구입하네요...색도여러가지라 선택폭도넓고 입기도편해요..,1
사용이 불편해요. 손으로 벌려줘야 겨우 밀어넣을 수 있네요.,0
싼데는이유가있습니다,0
재구매 아주 잘 쓰고있습니다,1
간사합니당 잘받앗어여,1
여자 혼자 조립하는데 20분걸렸어요. 배송도 빨랐구요,1
쓰지못하고 버려야겠어요,0
냉장고 정리하기 편해졌어요. 근데 생각보다 크네요,1
정사이즈보다 조금 작지만 두 번 정도 세탁해서 입으니까 늘어나서 딱 좋아요,1
뒤꿈치가 너무켜서 엄마가 불편하다네용,0
포장 너무 낄끔하네요. 제품 가격도 착하고 너무 안전하게 잘 왔네요. 이래선 사고날 수가 없겠군요 ^^,1
이쁘긴한데 좀 작은감이 있네요. 무겁구요 뚜껑을 열면 뚜껑무게때문에 달그락 거려요 내구성은 좋아보이는데 실속있진 않아요 그냥 칸막이있는 락앤락통이 훨씬 나아요 이쁘기만 합니다ㅋ,0
너무너무 이뻐요^^ 생각보다 수납도 좋고 코디하기 너무 이쁘네요,1
원래쓰던거 입니다~,1
너무 얇아요ㅠ,0
넘 맛있어요 티백하나로도 충분히 우려나오네요ㅎㅎ,1
강아지가 쳐다도 안봐요..,0
물건이 10일이지 지났는데 아직 안 왔긴했는데 보내준다니. 안전배송 ㅂ부탁드려요,0
3개월 플래너 써보니 확실히 가지고 다니긴 조금 무겁긴 하더라고요. 1개월짜리는 얇고 색도 다 이뻐서 한권씩 샀어요.,1
가격대비 별로입니다,0
뾰족해서 두피가 상할듯 합니다,0
빵빵 잘 터지네요. 다만 배터리 소모가 빠른거 같애요. 그래도 보조배터리 챙겨주셔서 잘 썼습니다^^*,1
창문에 뽁뽁이 붙이려고 샀어요 튼튼하고 좋아요~,1
재구매 배송도빠르고 좋앙 항상여기서 주문해요,1
다른색으로더 사고싶어여 가격좀만더 쌋으면좋겟어여,1
화욜시켰는데 토요일온거는 너무한듯합니다 제품은 이상없는데 배송이너무느려요,0
LED전구가 많이 싸졌군요 많이파세요,1
비니루 살짝찢어져서 제맘도 찢어졌네요,0
회사다닐때 매고다니기이뻐요! 아쉬운게잇다면 큰책 그리고 노트북은 안들어가서 작은책이용할때만 용이한것같아요.. ㅎㅎㅎ,1
중심이 좀안잡혀서 픽픽쓰러져요,0
작아도 너무작음 ㅜㅜ 크기생각을못하고시킨듯,0
정말 생각보다 쉽습니다~ 똥손인 저도 했으니까요~ㅎ,1
재질고 안좋고 스판기 있어서 목 이 양,0
저번에 구입해서 잘 쓰고있었는데 잊어버려서 하나 더 구입하게되었어요~ 역시나 가볍고 이쁘네요!,1
좋아요!! 효과는 잞모르겠지만 안하는것보디 좋겠죠 ㅋㅋ,1
벌써 벗겨지기 시작합니다ㅠ,0
좋아요 몇년째 쓰고있습니다 확실히 이제품은 얼굴에 뭐도 안나고 피부색과 가장 잘 어울러지는거 같습니다,1
통으로 갈아서 먹는거는 처음이라..아직은 잘 모르겠네요..여름에 얼음과 함께 잘 먹을게요..,1
저아야저아여저아여저아여저아여저아여저아여저아여저아여,1
맛은 괜찮지만 재구매 의사는 없어요,0
작으니까 가지고 다니긴 좋아요!,1
이거 왜샀나 싶어요 너무 아파요 얼굴 했는데 피부 다 뜯겼어요 겨드랑이도 마친가지고 어디여도 다 자극 심해요 잘 안뽑히고요 추천못하겠네요,0
유분기가 넘없어 겨울엔 좀 아싑네요,0
사은품 잘 받았어요 ^^ 이쁘게 만들께요 ~~,1
제가 다른곳 다 써봤는데 메디힐만큼 피부에 잘부착되는 팩이 잘없어요 아쿠아링은 항상 쓰는 기본템이구요 블랙ex 는 처음시켜봤어요 // 아쿠아링보다는 잘 밀려내려가요,1
아주 빠르게 배송잘됐어오 잘쓸게요,1
"업체가서 직접 사이즈 재고, 받은건데.. 다시 m으로 주문햇어요.. 병원에서도 사이즈재고 받은거 맞냐고 몇번 물어보시구.. 163/50정도이면 엠 주문하세요!",0
광고에서는 잘 밀린다고하는데 안밀려요~ 반품할수도 없고 .....,0
디자인 깔끔하고 너무 예뻐요 깔별로 쟁이고 싶어요,1
태어나서 처음으로 해본건데~ 피지가 하나도 안나오네요?,0
만족합니다 질도 괜찮네요 깔끔해요,1
주문하고 기다리는데 너무 오랜 시간이 걸리는것 같습니다,0
물건 얼마나 던졌던지 박스가 아주 누리고 터지고 택배사 박스 태이프로 대충 붙여놓고...물건이 박스 보닥 작으면 몰 체우던지 하시지...파손 여부는 잘 모르겠으나 암튼 별로임,0
재구매 항상 쓰던거고 언제나 만족,1
선택 옵션과는 넥타이가 왔지만 그냥 씁니다,0
이거 구매한 이후에 난연에 방한용 폼블럭 찾아서 다시 구매해놨네요. 그저 콘크리트벽보다 덜차갑다 뿐이지 방한용이라는 생각하고 구매하시진 마세요. 이렇게 다시 구매할 줄 알았으면 그냥 반품할걸 진짜 돈아깝습니다.,0
홍합이 너무 많이 깨져서 왔어요;; 금간것도 많고 깨져서온것도 많고ㅠㅠ 사진은 손질하다 몇개만 찍었어요. 그냥 손질해서 먹긴했는데.. 저는 재주문은 생각해봐야 할 것 같아요.,0
진짜 오래 맡고 있을수가없어요 정말 맡자마자 나도 모르게 인상이 구겨져요.. 이게 튜베로즈향인건가..? 되게 쓰고 꼬릿한 꽃냄새..? 좀 참고 더 맡아보려고해도 역한 느낌이라 잔향은 모르겠어요... 여성스러운 장미향을 기대했는데 완전 꽝이에요..,0
색이 진해서 마음에들어요,1
깔끔하고 신선해서 만족합니다,1
조립하는건 어렵지 않았고 나사하나가 불량이었는데 여유분으로 한개씩있어서 다행이 잘썼어요. 정리하고나니 너무 마음에 들어서 조만간 재구매할거같기도해요ㅋㅋ 철재라 무게감이 꽤 있네요,1
가격만큼하고. 아랫쪽선반은. 삐뚫어져있어요. 교환이번거러워서 그냥사용합니다.,0
도착해서 조립해서 잘 쓰고 있습니다. 스틸다리라 튼튼하고 좋네요^^,1
밴드도 탄탄하지 않고..정말 맨 천이라서 실망했습니다,0
"보자마자 쓰던물건이 온거 같았고,대충 만든게 눈에 보임.모터 힘이 없어서 꽉 누르고 사용하면 모터가 멈추고 티비 방송까지 나와서 한번 믿어봤는데 역시 차이나는 ...반품하고 싶지만 시간이 아까워 그냥 욕실 바닥청소기로 ..쓸수 있으려나 ㅠ",0
재구매 냉장압축상태라 신선함이 정말 좋았어요!! 쯔란을 어렵게 구해서 먹으니 정말 최고였네요!! 식구들 전부 좋아했어요^^ 스테이크시즈닝말고 쯔란을 주셔도 좋을거같네요^^,1
가격도 저렴하고 너무너무 마음에 들어요~~^^,1
싼게 비지떡이예요... 약해서 모서리부분이 이산일만에 깨지네요. 이전에 같은디자인의 더 비싼 제품 샀었는데 ㅜㅜ확실히 다르긴합니다.. 많이 샀는데 금방 다 쓸것같아요.,0
너무 늦게 발송되네요,0
한달을 썼는데도 냄새가 안빠져요 ㅠㅠ 진짜 너무 스트레스입니다..,0
재구매 제품 포장에 좋습니다 다양한 사이즈가 있어 구성에 따라 활용할 수 있어요,1
아녕빼ㅣ엔기ㅗ디하하ㅜ,1
각질이 나오는거 아닌듯요... 펌핑도 넘 불편하고 성분에서 각질같은거 나오는거 같아요 남편이 티비 광고 보구 구매하게 되어 써보니 별 효과 없는듯요...😣,0
해외로 갖고 가서 먹었는데도 포장상태가 좋아 별일 없었네요. 조금 맛이 짜서 떡이나 야채등을 섞어서 먹으니 훨씬 좋더라구요~~~,1
조금긴거사려고했는데 엉덩이쪽만 높고 다리쪽은 그닥 길이 잘보고 사야될듯해요,0
불친절한마인드에 판매자에게 샀고 배송도 누락되고 한참뒤에 받았네요,0
찬물에도 잘녹고 먹기괜찮네요... 그냥 허브티느낌이에요,1
편하게 쓰려고 가성비 좋은 제품으로 주문했는데 숟가락 끝이 너무 날카로워요ㅠㅠㅠ 혀 베일듯.. 위험해보여서 반품하려다 오천원 반품비 생각하니 젓가락만 쓰는 게 나을 것 같아 그냥 둡니다.. 젓가락은 괜찮은데 숟가락은 너무 비추....,0
사이즈미스인지.. 사이즈 미스인지 원래그런건지 큰 보정효과는 없네요 심지어 후크가 치마입으면 티남ㅋㅋㅋㅋ 이건 사지마세여 ㅋㅋㅋ,0
따뜻ㅎㅏ게 잘입을께요,0
엄청작네요,0
"양배추브로콜리즙은 처음 시켜봤어요~ 오자마자 정리하고 사은품 감사하고, 바로 먹어봤는데 , 생각보다 맛 괜찮고 건강건강느낌 전 시원하게 해서 먹을생각입니다~~ 배송상태 완전 깔끔 꼼꼼 , 식이섬유 챙겨먹기 어려워서 시켰는데 편하고 좋네요~~",1
싸고 좋네요.. 굿이요,1
재구매 서비스꽝 품질꽝 그냥 아무거나 보내주시는듯 ㅎㅎ 색상 촉감 디자인 사이즈 재질 퀄리티...ㅎㅎ 번창하세용!,0
좋아요 잘 스며들고 ㅎㅎ,1
전혀...,0
"가격, 디자인, 배송등은 다 좋은데 전구색이 너무 노랗네요.",0
겁나 두꺼워요. 겨울용인듯.. 색상이 환해서 여름용으로 샀는데 겁~~~나 두꺼워요 ㅎㅎ,0
구조가 스튼드백과안맞음,0
3cm는 농구화같은신발 아니면 안들어갈거같네요,0
그레이 싱글 주문 했는데 아들이 좋아해요 다음에 세일하면 재구매 할 의향 있어요^^,1
"흡착식아닙니다. 확인하시고 구매하시구요, 위에 봉이 계속겉돌아 겨우 잡아 고정해도 아래위 튼튼하지않아요.",0
음식이 너무달고 깊은맛이 없어요,0
조아요 잘 부러지지만 그래도 굳,1
마늘 물기 너많아서 별로입니다. 다진마늘 아니고 간마늘이에요,0
냄새가 살짝 이상해여 계속 쓰던건데 냄새가 살짝 뭔가 다른거같아여 이게 제품마다 냄새가 다른건지 내 코가 이상한건지 뭔지는 모르겟지만여 써봐야 알꺼같아여 근데 냄새가 살짝 달라서 얼굴에 못바르겟어여,0
침대는 쓰기 좋아요. 가드에 먼지인지 곰팡이인지 하얗게 쌓여온거랑 매트릭스 세것인데 오염되어있던거 빼면요. 업체에 연락드렸더니 미안하단말이 아니라 물로 닦으세요 라서 황당.,0
자꾸 떨어진다.... ㅜㅠ,0
배송도 빠르고 물건도 하나씩 정성스럽게 포장해주셔서 아주만족합니다^^ 아직시작은못했지만 빨리해보고싶네요^^다음에 또 구매할게요,1
잘가지고 놉니다 저렴하게 잘 구입했어요,1
포장상태 너무 별로였어요.박스가 다 형태가 무너져서 깜짝놀랐어요.제품상태도 크기도 너무작고 알도 차있지않아서 다음에는 구매못할것같아요.,0
예쁘고 편해요 쓸수록 맘에드네요,1
아예 안쓰네요 강아지가 ㅠㅠㅠ,0
착용감이 좋고 편하게신고있어요,1
가볍고 편합니다. 이 가격에 타푸 슬링백을 찾아 기분 좋네요,1
판매자님 보세요 배송용 박스한번 열어보세요. 박스가 일반박스가 아닌거 같아요. 박스에서 나오는것이 제품에 다 붙어 있습니다.꼭 확인해보시길,0
넘좋아요 갈라져서 교체했는데 넘 맘에들어요,1
제껀 진공이 풀려서 도착했지만 맛은 아주 맛있어요!!! 또 살꼬임,1
좋은제품 잘샀어요 좋아요좋아요,1
배송이 3일인가 걸린거 같은데 그때 너무 익은건지 딱딱이가 아니라 물생길정도로 익엇어요ㅠ그래도 맛잇게 먹을께요,0
의자등받이가부러졌어요.보통체격(고1~63kg)학생인데요.편하긴한데생각보다약하듯요.이럴땐반품도심들고..ㅠ,0
나사 총8개로 고정시키는데 균형맞춰가면서하는데도 나사 엄청안들어감 결국 나사 야마나고 여분 나사도없음 높이 안맞고. 전동드릴없으면 구매하시지마시길 손에 물집 잡힘 차라리 못박는게 훨나을듯,0
모양은 이쁜데 향지속력이 너무 떨어져요,0
냄새가 많이 남.,0
너무퍼석하고먹을때마다부서지면서 가루가많이떨어져서지저분해지네요 맛도좀그렇구요,0
석류향을 산 줄 알았는데 ㅈㅔ가 복뚱아 향을 샀군요.. 그와중에 로즈향이 왔어요ㅋㅋㅋ ㅋㅋ ㅋ ㅋㅋㅋ 잘 쓸게요,1
박스가 찌그러져서 왔어ㅛㅇ,0
저렴한 가격에 질 좋은 품질 구입했습니다!!,1
"제품은 그렇다치고, 택배 박스의 악취가 진짜 상상초월이네요. 마치 꿉꿉한 지하창고에서 몇년 썩었다가 나온듯한 눅눅한 박스 상태랄까요? 이런 냄새는 태어나서 처음이에요; 2시간째 집 내에서 냄새가 안빠져요..무슨 이런 박스로 기분나쁜..",0
천정에 고정할 수있는 피스나 바가 동봉되어 있지 않으니 아무것도 없는 곳에 등을 설치하는 분들은 피스등을 미리 준비해야 설치됩니다.,0
페어링은 잘 되는데 너무 끊기네요. 음질도 안좋고.. 소리설정도 블루투스로 했는데말이죠 ㅠ,0
"좋아요^^ 두번째 구매입니다, 저번에 비해 이번에는 한개가 상태 불량 이었지만, 날씨 탓 으로 그러려니 하구요 어머니가 너무 좋아하시네요^^ 세번째도 구매 또 할게요~~",1
작다고해서 크게 샀는데 생각보다 커요 착용감도 편해요,1
색상이 막상 촌스롭고. 내부에 재질이 너무저렴해보였어요,0
대부분 다 좋은데 움직일때 소리가 나서 조금 신경쓰입니다...,0
배송도 빠르고 모양도 좋아요!!,1
재구매 몇차례 주문해서 쓰고있는데 이번이 마지막이 될거같네요.택배기사님 화장지박스를 현관앞도 아니고 계단중단에 던져놓고 갔어요.정말 어이가 없어서...,0
헐~~~이거 어떡해먹져? 여러번헹구고 끓여서먹으려는데 너무하네요 모래가 가득하네요,0
표면이 울퉁불퉁해서 패인곳으로 약재가 끼네요,0
말이필요없습니다 너무 조ㅗ아요,1
자극 하나 없이 정말 순수한 샴푸입니다 전혀 안 따갑네요 아무래도 좋은 원료로 만든 덕분인 거 같아요 앞으로도 더 꾸준히 잘 쓸 거 같아요,1
세일 세일 한대서 샀는데 벽지가 너무 울퉁불퉁 티나요. 요즘 어디서도 이런 벽지 본 적이 없는 걱같은데 ㅜㅜ하,0
캐릭터가 넘 귀엽고 진동을 신기해해요,1
재구매 애기가 3년째 먹고 있는데 상하우유를 제일 좋아해요,1
배송도빠루구 옷도너무이쁩니다,1
잘쓸게요 넘 이뻐요 좋아요,1
색도 이쁘고 너무 맘에 들어요! 설치해주시는분도 좋았어요,1
생강들이 크고 싱싱합니다 생강청용으로 구입했는데 즙도 많이 나왔어요 사은품도 챙겨주시고 감사합니다,1
저기요...다터져서왔어요 ㅡㅡ 여기서 다신 안시켜먹어요 너무하네요증말,0
맛잇어요 나중에 또 구매할게요,1
생각보다 얇고 밟을때마다 푹들어가는 느낌에 단단함이 전혀없어요,0
저렴한가격에 좋은 상품을 받았네요^^,1
배성중 파손 되었습니다,0
가격행사를안해아쉽고 생각보다진하지가않아요,0
재구매 2단 3단 구매했는데 2단이 불량이네요,0
배송 기사님이 약간 문제가 발생해서 하루 늦게 받았는데 그래도 싱싱합니다. 또 주문할게요. 판매자님 매우 친절하시네요~,1
통삼중인지 확실치가 않아서 열전달이 고른지를 몰겠다,0
Mini 5pin 2개구매했는데 1개는 micro5pin왔네요 그리고 제꺼 외장하드는 호환이안돼요 불은 들어오는 실행안돼요 그래서 지인한테 mini 5pin구해서 연결하니잘됨 이건참 너무하네 반품하려다 걍 휴지통에버림,0
이거 불량품인지 뚜껑이 아무리 눌러도 안열리네요 ㅠㅠ 손 빨개지고 난리나서 다른 리무버 썼네요... 써봐야 어떤지 알 수 있는데 뚜껑이 전혀 안열려요 눌러서 힘줘도 안열리고 소리만 나고 이거 불량인지...?,0
수박빼고~아기가잘 물어서 좋아요,1
재구매 반찬마다 리뷰작성하는건 번거롭네요. ;;,1
"기계코통을 할게아니라 손코팅지로 주문했구요. A4(100매)! 손코팅지 써봐서 사용감은 아는부분이고, 패션쪽으로 관심이많아서 스크랩할때 쓰려고 주문했어요. 저번주에 다써버려서! 배송이 빨리 되서 좋네요^^",1
재구매 너무 예뽕요오오요~~,1
주문하고 물품받기까지 좀걸렸는데 전자렌지 좋아요 시크하고 세련됐네요,1
사용해보니 기스가 잘남 ㅠㅠ,0
신발보관 할려고 구입했습니다. 신발한족당 한개씩 넣어뒀어요. 습기 걱정이 사라져서 좋습니다ㅎㅎ,1
컴퓨터 버벅거리는게 사라졌어요... 배송도 빨라서 좋았구요,1
"착용감도 편하고, 가성비 좋아요. 수고하세요.",1
아이폰 배터리는 잘 배송 왔지만... 하단 별나사 추가로 시킨걸 잘못 보내주셨네요. 덕분에 보내주신 나사로 꼈다가... 나사 헛돌기만 하고 지금 빠지지도 않고 있습니다. 나사 제거가 안되니 정말 난감한 상황이네요.,0
두달 됐는데 썩은 고무냄새가 안빠지네요. 최악의ㅜ덤벨임,0
무게감 별로없음 착용감 좋음 마무리 별로임 고리 돋 떨어질듯. 총평 오래 못갈듯 .. .,0
사진보다 안예뻐요..,0
재구매 배송빠르고 너무 맛있어용~,1
재구매 이메뉴를 팔아보자고 조언을해주시고 매장을 떠나간 누나 그립읍니다..흑흑,1
예쁘고 좋아요 만족합니디,1
한번 사용하고 손잡이가 떨어졌습니다. 좀도 내구성 있게 만드셔야 할듯요,0
발이 많이 아파요ㅠㅠ 그리고 저는 카드지갑도 못받았는데요..ㅠㅠ,0
진자 파는 것 같은 흑당 버블티가 됩니다. 전자렌지에 3분 정도면 다 해동되어서 너무 편리해요^^,1
박스가 작고 가벼워서 잘못왔나했는데 풀어보니 가방이 들어있었어요 17.3인치 노트북도 넉넉하게 들어가요 마음에듭니다,1
김서림 방지인데 김서리네요 안경으로 눌러써도 서리네요 이 가격에 다른 제품 알아보세요,0
